This is a backup of mpql’s ID list : https://mpql.net/tools/acnh/codes/item-list/
—————
Empty, FFFE
noble pants; Color: Purple, 2424
noble pants; Color: Yellow, 2425
noble pants; Color: Red, 2426
outdoor shorts; Color: Yellow, 1178
outdoor shorts; Color: Black, 1AF3
outdoor shorts; Color: Purple, 23A1
outdoor shorts; Color: Red, 23A2
outdoor shorts; Color: Blue, 23A3
outdoor shorts; Color: Green, 23A4
outdoor shorts; Color: Brown, 23A5
outdoor shorts; Color: Yellow-green, 23A6
patched-knee pants; Color: Yellow, 2440
patched-knee pants; Color: Purple, 243E
patched-knee pants; Color: Green, 243F
patched-knee pants; Color: Brown, 118A
patchwork skirt; Color: Red, 2224
patchwork skirt; Color: Yellow, 2225
patchwork skirt; Color: Green, 2226
patchwork skirt; Color: Blue, 15A8
pearl skirt; Color: No Variations, 1669
petal skirt; Color: Rainbow, 22D4
petal skirt; Color: Pastel, 22D5
petal skirt; Color: Cool, 152E
pineapple aloha shorts; Color: Red, 2C32
pineapple aloha shorts; Color: Yellow, 2C33
pineapple aloha shorts; Color: Green, 2C34
pineapple aloha shorts; Color: Purple, 2C35
pineapple aloha shorts; Color: Pink, 2C36
pineapple aloha shorts; Color: Orange, 2C37
pineapple aloha shorts; Color: Blue, 1135
pirate pants; Color: No Variations, 3178
plaid shorts; Color: Light blue, 1620
plaid shorts; Color: Brown, 228A
plaid shorts; Color: Light green, 228B
plaid shorts; Color: Red, 228C
pleather flare skirt; Color: Brown, 152C
pleather flare skirt; Color: Black, 27DA
pleather flare skirt; Color: Pink, 27DB
pleather flare skirt; Color: Blue, 27DC
pleather flare skirt; Color: Green, 27DD
pleather flare skirt; Color: Orange, 27DE
pleather flare skirt; Color: Light blue, 27DF
pleather flare skirt; Color: White, 27E0
pleather pants; Color: Brown, 2C1A
pleather pants; Color: Beige, 2C1B
pleather pants; Color: Red, 2C1C
pleather pants; Color: Blue, 2C1D
pleather pants; Color: Yellow, 2C1E
pleather pants; Color: Black, 0CED
pleather patch skirt; Color: Red, 16B3
pleather patch skirt; Color: Green, 22DC
pleather patch skirt; Color: Purple, 22DD
pleather patch skirt; Color: Orange, 22DE
pleather shorts; Color: Black, 1665
pleather shorts; Color: White, 27E2
pleather shorts; Color: Red, 27E3
pleather shorts; Color: Brown, 27E1
pleather skirt; Color: Beige, 2C4C
pleather skirt; Color: Red, 2C4D
pleather skirt; Color: Blue, 2C4E
pleather skirt; Color: Yellow, 2C4F
pleather skirt; Color: Black, 10CF
pleather skirt; Color: Brown, 2C4B
plover skirt; Color: Black, 2C38
plover skirt; Color: Green, 2C39
plover skirt; Color: Red, 1548
polka-dot miniskirt; Color: Beige, 2F8D
polka-dot miniskirt; Color: Pink, 2F90
polka-dot miniskirt; Color: Blue, 2F91
polka-dot miniskirt; Color: Gray, 2F92
punk pants; Color: Red, 1185
punk pants; Color: Blue, 2427
punk pants; Color: Green, 2428
punk pants; Color: Purple, 2429
python-print slacks; Color: Gray, 3A40
python-print slacks; Color: Brown, 3947
rain pants; Color: Green, 2C94
rain pants; Color: Blue, 2C95
rain pants; Color: Purple, 2C96
rain pants; Color: Pink, 2C97
rain pants; Color: Red, 2C98
rain pants; Color: Beige, 2C99
rain pants; Color: Black, 2C9A
rain pants; Color: Yellow, 1525
rose-print skirt; Color: Orange roses on blue, 3A3A
rose-print skirt; Color: Blue roses on white, 3A3B
rose-print skirt; Color: Yellow roses on white, 3A3C
rose-print skirt; Color: Red roses on black, 39AE
rose-print slacks; Color: Orange roses on blue, 3A37
rose-print slacks; Color: Blue roses on white, 3A38
rose-print slacks; Color: Yellow roses on white, 3A39
rose-print slacks; Color: Red roses on black, 3946
rubber half apron; Color: Blue, 3820
rubber half apron; Color: Orange, 3A85
rubber half apron; Color: White, 3A86
sailor skirt; Color: Navy blue, 0D0D
sailor skirt; Color: Orange, 2D73
sailor skirt; Color: Light blue, 2D74
sailor skirt; Color: Green, 2D75
sailor skirt; Color: Brown, 2D76
sailor skirt; Color: Purple, 2D77
sailor skirt; Color: Red, 2D78
sailor skirt; Color: Pink, 2D79
Santa pants; Color: No Variations, 0D3F
satin pants; Color: Light purple, 25F8
satin pants; Color: Pink, 25F9
satin pants; Color: Dark red, 25FA
satin pants; Color: Ruby red, 25FB
satin pants; Color: Brown, 25FC
satin pants; Color: Blue, 25F7
satin pants; Color: Green, 11F1
school pants; Color: Berry red, 2C86
school pants; Color: Green, 2C87
school pants; Color: White, 2C88
school pants; Color: Purple, 2C89
school pants; Color: Gray, 2C8A
school pants; Color: Blue, 2C8B
school pants; Color: Black, 16F1
silk floral-print pants; Color: Blue, 2C73
silk floral-print pants; Color: Pink, 10E9
silk floral-print pants; Color: Mustard, 2C74
silk floral-print pants; Color: Gray, 2C75
silk floral-print pants; Color: Purple, 2C76
silk floral-print pants; Color: Green, 2C77
silk floral-print pants; Color: Orange, 2C78
silk pants; Color: Red, 2C5F
silk pants; Color: Green, 10EA
silk pants; Color: Blue, 2C60
silk pants; Color: Yellow, 2C61
silk pants; Color: Black, 2C62
ski pants; Color: Red, 2C8F
ski pants; Color: Ruby red, 2C90
ski pants; Color: Blue, 2C91
ski pants; Color: Turquoise, 1162
ski pants; Color: Light blue, 2C92
ski pants; Color: Yellow, 2C93
slacks; Color: Black, 0CEE
slacks; Color: Navy blue, 2C10
slacks; Color: Beige, 2C11
slacks; Color: White, 2C12
slacks; Color: Gray, 2C0D
slacks; Color: Blue, 2C0E
slacks; Color: Red, 2C0F
soccer shorts; Color: Green, 2670
soccer shorts; Color: Red, 2F27
soccer shorts; Color: Navy blue, 2F28
soccer shorts; Color: Blue, 2F29
soccer shorts; Color: Light blue, 2F2A
soccer shorts; Color: White, 2F2B
soccer shorts; Color: Orange, 2F2C
soccer shorts; Color: Black, 2F2D
spangle shorts; Color: Black, 23DC
spangle shorts; Color: Pink, 23DD
spangle shorts; Color: Green, 23DE
spangle shorts; Color: Purple, 23DF
spangle shorts; Color: Red, 165B
spangle shorts; Color: Navy blue, 23D9
spangle shorts; Color: Gold, 23DA
spangle shorts; Color: Silver, 23DB
sporty skirt; Color: Gray, 10BB
sporty skirt; Color: Pink, 241D
sporty skirt; Color: Blue, 241E
sporty skirt; Color: Green, 241F
striped bell-bottoms; Color: Red, 2293
striped bell-bottoms; Color: Green, 2294
striped bell-bottoms; Color: Orange, 2295
striped bell-bottoms; Color: Yellow, 165C
striped pants; Color: Orange, 2413
striped pants; Color: Green, 2414
striped pants; Color: Red, 2415
striped pants; Color: Black, 2416
striped pants; Color: Blue, 0CF0
striped shorts; Color: Blue, 228D
striped shorts; Color: Red, 228E
striped shorts; Color: Yellow, 228F
striped shorts; Color: Pink, 1649
surfing shorts; Color: Blue, 11A3
surfing shorts; Color: Purple, 238F
surfing shorts; Color: Green, 2390
surfing shorts; Color: Pink, 2391
surfing shorts; Color: Gray, 2392
sweatpants; Color: Gray, 0CE0
sweatpants; Color: Red, 2C06
sweatpants; Color: Green, 2C07
sweatpants; Color: Blue, 2C08
sweatpants; Color: Yellow, 2C09
sweatpants; Color: Pink, 2C0A
sweatpants; Color: Light blue, 2C0B
sweatpants; Color: Black, 2C0C
tennis skirt; Color: White, 107F
tennis skirt; Color: Navy blue, 224E
tennis skirt; Color: Light blue, 224F
tennis skirt; Color: Pink, 2250
terry-cloth shorts; Color: Blue, 2290
terry-cloth shorts; Color: Purple, 2291
terry-cloth shorts; Color: Pink, 164F
terry-cloth shorts; Color: Green, 2292
three-quarter sweatpants; Color: Pink, 2C65
three-quarter sweatpants; Color: Light blue, 2C66
three-quarter sweatpants; Color: Orange, 2C67
three-quarter sweatpants; Color: Black, 2C68
three-quarter sweatpants; Color: Yellow, 2C69
three-quarter sweatpants; Color: Mint, 1646
three-quarter sweatpants; Color: Red, 2C6A
three-quarter sweatpants; Color: Purple, 2C6B
tie-dye skirt; Color: Blue, 222D
tie-dye skirt; Color: Green, 222E
tie-dye skirt; Color: Purple, 222F
tie-dye skirt; Color: Orange, 2230
tie-dye skirt; Color: Red, 16C2
tiered skirt; Color: Purple, 1196
tiered skirt; Color: Mint, 220D
tiered skirt; Color: Avocado, 220E
tiered skirt; Color: Yellow, 220F
tiered skirt; Color: Blue, 2210
torn pants; Color: Black, 2441
torn pants; Color: Gray, 2442
torn pants; Color: Brown, 1645
track pants; Color: Gray, 2C14
track pants; Color: White, 2C15
track pants; Color: Red, 2C16
track pants; Color: Light blue, 2C17
track pants; Color: Green, 2C18
track pants; Color: Blue, 2C19
track pants; Color: Navy blue, 0D07
traditional monpe pants; Color: Dark blue, 1524
traditional monpe pants; Color: Blue, 23D1
traditional monpe pants; Color: Golden yellow, 23D2
traditional monpe pants; Color: Dark red, 23D3
traditional suteteko pants; Color: Yellow-green, 23D4
traditional suteteko pants; Color: Golden yellow, 23D5
traditional suteteko pants; Color: Purple, 23D6
traditional suteteko pants; Color: Aqua, 23D7
traditional suteteko pants; Color: Blue, 23D8
traditional suteteko pants; Color: Red, 1554
tweed frilly skirt; Color: Brown, 114C
tweed frilly skirt; Color: Gray, 22CC
tweed frilly skirt; Color: Pink, 22CD
tweed frilly skirt; Color: Blue, 22CE
tweed pants; Color: Blue, 2C7A
tweed pants; Color: Beige, 2C7B
tweed pants; Color: Berry red, 2C7C
tweed pants; Color: Green, 2C7D
tweed pants; Color: Brown, 0E7C
tweed pants; Color: Pink, 2C7E
tweed skirt; Color: Yellow, 0CE1
tweed skirt; Color: Pink, 2D92
tweed skirt; Color: Blue, 2D93
two-tone pants; Color: Yellow, 1057
two-tone pants; Color: Red, 1058
two-tone pants; Color: Blue, 1059
two-tone pants; Color: Monotone, 0CF5
upcycled skirt; Color: Beige, 1549
upcycled skirt; Color: Pink, 22D6
upcycled skirt; Color: Mint, 22D7
vibrant shorts; Color: Pink, 238C
vibrant shorts; Color: Blue, 238D
vibrant shorts; Color: Black, 238E
vibrant shorts; Color: Orange, 1187
vibrant shorts; Color: Avocado, 238B
western pants; Color: No Variations, 0D87
wide chino pants; Color: Beige, 2B8E
wide chino pants; Color: Navy blue, 2B8F
wide chino pants; Color: Avocado, 2B90
wide chino pants; Color: Gray, 2B91
wide chino pants; Color: Brown, 14A5
workout pants; Color: Pink, 2C63
workout pants; Color: Orange, 2C64
workout pants; Color: Lime, 1659
worn-out cutoffs; Color: Light blue, 109B
worn-out cutoffs; Color: Blue, 2CAA
worn-out cutoffs; Color: White, 2CAB
worn-out cutoffs; Color: Black, 2CAC
worn-out jeans; Color: Light blue, 0CF1
worn-out jeans; Color: Blue, 2CA3
worn-out jeans; Color: White, 2CA4
worn-out jeans; Color: Black, 2CA5
yacht shorts; Color: Light blue, 1112
yacht shorts; Color: Red, 229D
yacht shorts; Color: Pink, 229E
yacht shorts; Color: Purple, 229F
ぞうきんがけのズボン; Color: No Variations, 323C
 
clothing_Cap
acorn knit cap; Color: Mustard, 2AB5
acorn knit cap; Color: Avocado, 2AB6
acorn knit cap; Color: Berry red, 2AB7
acorn knit cap; Color: Navy blue, 2AB8
acorn knit cap; Color: Cream, 2AB9
acorn knit cap; Color: Chestnut, 14C3
alpinist hat; Color: Blue, 2E6C
alpinist hat; Color: Red, 2E6D
alpinist hat; Color: Green, 14AF
ancient administrator hat; Color: No Variations, 17A0
apple hat; Color: No Variations, 268F DIY: 026E
Aran-knit cap; Color: Red, 2F0D
Aran-knit cap; Color: Blue, 2F0E
Aran-knit cap; Color: Green, 2F0F
Aran-knit cap; Color: White, 2688
balloon hat; Color: Green, 2B2C
balloon hat; Color: Rainbow, 14DC
balloon hat; Color: Orange, 2B2A
balloon hat; Color: Blue, 2B2B
bamboo hat; Color: No Variations, 1417 DIY: 025F
barrette; Color: No Variations, 2684
baseball cap; Color: Navy blue, 2F3C
baseball cap; Color: Green, 2F3D
baseball cap; Color: Orange, 2F3E
baseball cap; Color: Red, 2623
baseball cap; Color: Yellow, 2F3F
beret; Color: Berry red, 148C
beret; Color: Blue, 2D03
beret; Color: Green, 2D04
beret; Color: Mustard, 2D05
beret; Color: Gray, 2D06
beret; Color: White, 2D07
bicycle helmet; Color: Red, 27EC
bicycle helmet; Color: Lime, 27ED
bicycle helmet; Color: Green, 27EE
bicycle helmet; Color: Orange, 27EF
bicycle helmet; Color: Purple, 27F0
bicycle helmet; Color: Pink, 27F1
bicycle helmet; Color: Navy blue, 27EB
bicycle helmet; Color: Blue, 14A2
birthday hat; Color: Blue, 12C0
birthday hat; Color: Yellow, 2B17
birthday hat; Color: Pink, 2B18
blue rose crown; Color: No Variations, 1CD1 DIY: 01CB
bowler hat with ribbon; Color: Beige, 2A82
bowler hat with ribbon; Color: Green, 2A83
bowler hat with ribbon; Color: Red, 2A84
bowler hat with ribbon; Color: Pink, 2A85
bowler hat with ribbon; Color: Blue, 14B0
bulb bopper; Color: No Variations, 2681
Bunny Day crown; Color: No Variations, 309D DIY: 02B5
bunny ears; Color: Pink, 2E7E
bunny ears; Color: Red, 2E7F
bunny ears; Color: Light blue, 2E80
bunny ears; Color: Black, 1C29
captain's hat; Color: No Variations, 14D4
cavalier hat; Color: Red, 2E1F
cavalier hat; Color: Green, 2E20
cavalier hat; Color: Blue, 161F
chef's hat; Color: No Variations, 1414
cherry hat; Color: No Variations, 2691 DIY: 0265
chic mum crown; Color: No Variations, 13FE DIY: 0103
chic rose crown; Color: No Variations, 13F9 DIY: 00FE
chic tulip crown; Color: No Variations, 13EF DIY: 00F4
colorful striped knit cap; Color: Blue, 2ACD
colorful striped knit cap; Color: Green, 2ACE
colorful striped knit cap; Color: Yellow, 2ACF
colorful striped knit cap; Color: Red, 1521
colorful striped knit cap; Color: Purple, 2AD0
colorful striped knit cap; Color: Light blue, 2AD1
combat helmet; Color: Avocado, 14C4
combat helmet; Color: Brown, 27F2
conductor's cap; Color: Navy blue, 01D2
conductor's cap; Color: Light blue, 01D3
conductor's cap; Color: Red, 01D4
conductor's cap; Color: Green, 01D5
conductor's cap; Color: Brown, 01D6
conductor's cap; Color: White, 01D7
conductor's cap; Color: Blue, 39CD
cook cap with logo; Color: Pink, 01E0
cook cap with logo; Color: Black, 37D3
cook cap with logo; Color: Blue, 01DC
cook cap with logo; Color: Orange, 01DD
cook cap with logo; Color: Green, 01DE
cook cap with logo; Color: Brown, 01DF
cool hyacinth crown; Color: No Variations, 13E9 DIY: 00EE
cool pansy crown; Color: No Variations, 13F2 DIY: 00F7
cool windflower crown; Color: No Variations, 13EC DIY: 00F1
cosmos crown; Color: No Variations, 13F4 DIY: 00F9
crown; Color: No Variations, 1F40
cute lily crown; Color: No Variations, 13FB DIY: 0100
cute rose crown; Color: No Variations, 13F8 DIY: 00FD
cycling cap; Color: Blue, 1489
cycling cap; Color: Yellow & avocado, 2D96
cycling cap; Color: Red & green, 2D97
cycling cap; Color: Red, 2D98
cycling cap; Color: Lime & purple, 2D99
cycling cap; Color: Blue & purple, 2D9A
cycling cap; Color: Black & blue, 2D94
cycling cap; Color: Black & red, 2D95
DAL cap; Color: No Variations, 2F64
dandy hat; Color: Blue, 2D0B
dandy hat; Color: Green, 2D0C
dandy hat; Color: Purple, 2D0D
dandy hat; Color: Gray, 2D0E
dandy hat; Color: White, 2D0F
dandy hat; Color: Camel, 14D5
dark cosmos crown; Color: No Variations, 13F6 DIY: 00FB
dark lily crown; Color: No Variations, 13FC DIY: 0101
dark tulip crown; Color: No Variations, 13F0 DIY: 00F5
denim cap; Color: Blue, 1488
denim cap; Color: Light blue, 2D00
denim cap; Color: Black, 2D01
denim cap; Color: White, 2D02
detective hat; Color: Brown, 14FB
detective hat; Color: Gray, 2E2B
detective hat; Color: Beige, 2E2C
do-rag; Color: Blue, 29F8
do-rag; Color: Red, 29F9
do-rag; Color: Pink, 29FA
do-rag; Color: Black, 29FB
do-rag; Color: Purple, 29FC
do-rag; Color: Green, 29FD
do-rag; Color: Yellow, 1419
do-rag; Color: Beige, 29FE
dotted shower cap; Color: Pink, 14B2
dotted shower cap; Color: Blue, 2A49
earth-egg shell; Color: No Variations, 3097 DIY: 02A1
egg party hat; Color: No Variations, 309E DIY: 02B3
eggshell; Color: No Variations, 160A
elegant hat; Color: Purple, 14E7
elegant hat; Color: White, 2A8A
elegant hat; Color: Black, 2A8B
elegant hat; Color: Green, 2A88
elegant hat; Color: Red, 2A89
explorer's hat; Color: Beige, 2E22
explorer's hat; Color: Blue, 2E23
explorer's hat; Color: Avocado, 2E21
explorer's hat; Color: Camel, 1410
fast-food cap; Color: Black, 37CE
fast-food cap; Color: Blue, 01E1
fast-food cap; Color: Orange, 01E2
fast-food cap; Color: Green, 01E3
fast-food cap; Color: Brown, 01E4
fast-food cap; Color: Pink, 01E5
faux-fur hat; Color: Beige, 1418
faux-fur hat; Color: Brown, 2AA8
faux-fur hat; Color: Gray, 2AA9
faux-fur hat; Color: Black, 2AAA
faux-fur hat; Color: Pink, 2AAB
faux-fur hat; Color: White, 2AAC
faux-fur hat; Color: Red, 2AAD
fedora; Color: Beige, 14B5
fedora; Color: Black, 2B25
fedora; Color: Green, 2B26
fedora; Color: Gray, 2B27
fedora; Color: White, 2B28
fedora; Color: Red, 2B29
Festivale accessory; Color: Blue, 0A34
Festivale accessory; Color: Red, 2604
Festivale accessory; Color: Purple, 2605
Festivale accessory; Color: Green, 2606
flashy hairpin; Color: Blue, 2A5A
flashy hairpin; Color: Black, 2A5B
flashy hairpin; Color: Purple, 2A5C
flashy hairpin; Color: Orange, 2A5D
flashy hairpin; Color: Green, 2A5E
flashy hairpin; Color: White, 2A5F
flashy hairpin; Color: Pink, 21A3
flashy pointy-ear animal hat; Color: Green, 346C
flashy pointy-ear animal hat; Color: Red, 346D
flashy pointy-ear animal hat; Color: Black, 346E
flashy pointy-ear animal hat; Color: Orange, 32DF
flashy pointy-ear animal hat; Color: Purple, 346A
flashy pointy-ear animal hat; Color: White, 346B
flashy round-ear animal hat; Color: Purple, 346F
flashy round-ear animal hat; Color: White, 3470
flashy round-ear animal hat; Color: Green, 3471
flashy round-ear animal hat; Color: Red, 3472
flashy round-ear animal hat; Color: Black, 3473
flashy round-ear animal hat; Color: Orange, 32E0
